date,pm10,pm25,co,no2,so2,o3,aerosol_optical_depth,dust,uv_index,aqi,european_aqi,hour,day,month,weekday,aqi_change_rate,aqi_lag_1,aqi_lag_7,target_aqi,temperature,humidity,wind_speed,rain
2024-08-23,63.225,18.004166666666666,173.79166666666666,7.066666666666666,4.2,52.41666666666666,0.5970833333333333,98.875,1.8270833333333332,63.29166666666666,64.54166666666667,0,23,8,4,-0.375,63.66666666666666,65.875,71.875,29.7,73,27.7,0.0
2024-08-24,79.80833333333334,21.133333333333333,176.79166666666666,7.304166666666667,4.341666666666667,53.458333333333336,0.5516666666666666,133.58333333333334,2.0500000000000003,63.91666666666666,67.25,0,24,8,5,0.625,63.29166666666666,66.0,73.125,29.4,74,28.3,0.0
2024-08-25,81.96249999999999,23.6875,170.45833333333334,6.6000000000000005,4.041666666666667,55.708333333333336,0.4866666666666666,127.70833333333331,2.2666666666666666,74.08333333333333,74.625,0,25,8,6,10.166666666666671,63.91666666666666,68.95833333333333,59.833333333333336,29.4,74,29.9,0.0
2024-08-26,68.47083333333333,21.23333333333333,192.875,9.945833333333336,5.1875,60.29166666666666,0.60125,99.29166666666669,1.9604166666666665,71.875,68.70833333333333,0,26,8,0,-2.2083333333333286,74.08333333333333,65.75,50.54166666666666,29.7,74,31.1,0.0
2024-08-27,50.62083333333334,20.791666666666668,284.625,13.975,8.254166666666666,84.70833333333333,0.6745833333333334,55.25,1.19375,73.125,66.08333333333333,0,27,8,1,1.25,71.875,61.0,56.79166666666666,29.0,82,22.3,51.2
2024-08-28,17.604166666666668,11.629166666666668,364.9583333333333,17.325,8.85,81.125,0.2654166666666667,2.375,0.3625,59.833333333333336,38.125,0,28,8,2,-13.291666666666664,73.125,58.66666666666666,53.25,27.5,87,23.0,22.8
2024-08-29,28.0625,15.520833333333334,354.3333333333333,20.04583333333333,9.158333333333331,74.95833333333333,0.3783333333333333,15.541666666666666,1.1479166666666667,50.54166666666666,32.833333333333336,0,29,8,3,-9.291666666666679,59.833333333333336,63.66666666666666,49.75,27.6,89,25.8,21.8
2024-08-30,23.129166666666663,14.033333333333331,207.16666666666663,8.458333333333334,6.829166666666667,71.95833333333333,0.2166666666666666,13.875,1.625,56.79166666666666,32.083333333333336,0,30,8,4,6.25,50.54166666666666,63.29166666666666,57.125,27.3,83,45.9,25.7
2024-08-31,34.770833333333336,11.9,182.16666666666663,9.775,7.212499999999999,42.333333333333336,0.4075,47.16666666666666,0.9875,53.25,30.0,0,31,8,5,-3.541666666666657,56.79166666666666,63.91666666666666,57.04166666666666,26.3,87,46.6,8.5
2024-09-01,41.204166666666666,14.025,260.2083333333333,14.875,10.6,34.583333333333336,0.4491666666666666,52.04166666666666,1.6833333333333331,49.75,35.0,0,1,9,6,-3.5,53.25,74.08333333333333,62.79166666666666,27.0,88,23.3,1.0
2024-09-02,48.1625,15.3625,302.875,21.27083333333333,10.033333333333331,42.5,0.4629166666666666,66.0,1.6916666666666669,57.125,54.0,0,2,9,0,7.375,49.75,71.875,62.208333333333336,27.0,87,17.5,0.0
2024-09-03,62.2625,16.191666666666666,284.9583333333333,20.64583333333333,8.720833333333333,46.04166666666666,0.4566666666666667,105.83333333333331,1.83125,57.04166666666666,59.333333333333336,0,3,9,1,-0.08333333333334281,57.125,73.125,62.54166666666666,27.3,86,21.4,0.0
2024-09-04,63.40416666666667,18.883333333333333,241.41666666666663,17.7375,6.133333333333333,34.958333333333336,0.5116666666666666,99.5,1.28125,62.79166666666666,67.25,0,4,9,2,5.75,57.04166666666666,59.833333333333336,64.04166666666667,27.7,83,20.2,2.2
2024-09-05,40.66666666666666,16.816666666666666,194.16666666666663,10.858333333333334,4.2625,46.125,0.5845833333333333,39.91666666666666,1.9104166666666664,62.208333333333336,56.41666666666666,0,5,9,3,-0.5833333333333215,62.79166666666666,50.54166666666666,58.958333333333336,28.0,84,29.8,0.2
2024-09-06,50.875,19.058333333333334,213.33333333333331,12.533333333333331,4.6625000000000005,45.04166666666666,0.5125000000000001,59.833333333333336,1.6208333333333331,62.54166666666666,48.41666666666666,0,6,9,4,0.3333333333333215,62.208333333333336,56.79166666666666,56.833333333333336,27.9,84,26.4,0.9
2024-09-07,49.925,17.479166666666668,227.41666666666663,14.225,5.454166666666667,44.583333333333336,0.3958333333333333,63.833333333333336,1.5166666666666666,64.04166666666667,60.208333333333336,0,7,9,5,1.5000000000000142,62.54166666666666,53.25,67.83333333333333,27.5,83,20.9,0.2
